DYNWALL	$s:3979	8000	0	-10000	#B06DCD	sub_1A0C		0
DYNWALL	$s:3979	8000	0	7000	#B06DCD	sub_1A0C		0
DYNWALL	$s:3979	-9000	0	7000	#B06DCD	sub_1A0C		0
DYNWALL	$s:3979	-9000	0	-10000	#B06DCD	sub_1A0C		0
ITEM	$s:A89C	5500	1250	3000	#929D77	sub_92F2		0
ITEM	$s:A89C	5500	0	-7500	#929D77	sub_92F2		0
ITEM	$s:A89C	-3000	0	-6750	#929D77	sub_92F2		0
$s:1787	$s:7B5C	160	10	0	#A0D65A	<script>	[233, 205]	0
DOOR	$s:EDF6	-4125	0	-7250	#8BCF66	<script>	2000	0
ITEM	$s:A89C	-5935	0	-652	#929D77	<script>		0
DYNWALL	$s:3979	8000	0	-10000	#B06DCD	sub_1A0C		1
DYNWALL	$s:3979	8000	0	7000	#B06DCD	sub_1A0C		1
DYNWALL	$s:3979	-9000	0	7000	#B06DCD	sub_1A0C		1
DYNWALL	$s:3979	-9000	0	-10000	#B06DCD	sub_1A0C		1
ITEM	$s:A89C	5500	1250	3000	#929D77	sub_92F2		1
ITEM	$s:A89C	5500	0	-7500	#929D77	sub_92F2		1
ITEM	$s:A89C	-3000	0	-6750	#929D77	sub_92F2		1
$s:1787	$s:7B5C	160	10	0	#A0D65A	<script>	[233, 205]	1
DOOR	$s:EDF6	-4125	0	-7250	#8BCF66	<script>	2000	1
ITEM	$s:A89C	-5935	0	-652	#929D77	<script>		1
