CAMERA_SHAKE	$s:8D1C	8500	4000	-9750	#BBF9B6	sub_7198	1500	0
CAMERA_SHAKE	$s:8D1C	8500	8000	-9750	#BBF9B6	sub_297E	1500	0
CAMERA_SHAKE	$s:8D1C	8500	8000	-9750	#BBF9B6	sub_6FE9	1500	0
CAMERA_SHAKE	$s:8D1C	8500	4000	-9750	#BBF9B6	sub_27CF	1500	0
WATCHER	$s:1465	0	30001	0	#8B999A	sub_3575	b:0	0
WATCHER	$s:1465	0	30001	0	#8B999A	sub_3575	b:7	0
WATCHER	$s:1466	0	30001	0	#8B999A	sub_3576	b:2	0
WATCHER	$s:1467	0	30001	0	#8B999A	sub_3577	b:4	0
DYNWALL	$s:EE1A	-8750	8000	-12500	#B06DCD	sub_AF7A		0
DYNWALL	$s:EE1A	-8750	8000	-5000	#B06DCD	sub_AF7A		0
DYNWALL	$s:EE1A	-8750	8000	-2000	#B06DCD	sub_AF7A		0
DYNWALL	$s:EE1A	-8000	8000	-12500	#B06DCD	sub_AF7A		0
DYNWALL	$s:EE1A	-8000	8000	-5000	#B06DCD	sub_AF7A		0
DYNWALL	$s:EE1A	-8000	8000	-2000	#B06DCD	sub_AF7A		0
ASIOTOKUN	$s:1456	1	0	0	#A5995D	<script>		0
DOOR	$s:1D96	7000	8000	-125	#8BCF66	<script>	0	0
DYNWALL	$s:AACE	11000	0	-12000	#B06DCD	<script>		0
DYNWALL	$s:AAD0	4250	0	-8000	#B06DCD	<script>		0
WALL	$s:B0AB	0	0	0	#6DE680	<script>	[0, 0, 0]	0
ITEM	$s:A89B	6250	0	-20000	#929D77	<script>		0
ITEM	$s:A89C	6500	0	-13000	#929D77	<script>		0
ITEM	$s:A89D	1000	0	-2500	#929D77	<script>		0
ITEM	$s:A89E	-2000	0	-2500	#929D77	<script>		0
ITEM	$s:A89F	-500	0	-1500	#929D77	<script>		0
ITEM	$s:A8A0	-500	0	-7500	#929D77	<script>		0
ITEM	$s:A8A3	-8000	0	-16500	#929D77	<script>		0
ITEM	$s:A8A4	-4000	0	-14000	#929D77	<script>		0
ITEM	$s:13C5	3700	0	-20000	#929D77	<script>		0
ITEM	$s:13C6	-1500	4000	-20000	#929D77	<script>		0
ITEM	$s:13C8	9000	4000	-12000	#929D77	<script>		0
ITEM	$s:13CA	-2000	8000	-8500	#929D77	<script>		0
ITEM	$s:13CB	-8500	8000	-1000	#929D77	<script>		0
$s:A9C5	$s:8546	-2000	3500	-8000	#C595BB	<script>	[480, 312, 0]	0
$s:A9C5	$s:8547	3500	3500	-2000	#C595BB	<script>	[480, -480, 0]	0
$s:A9C5	$s:8548	-2500	11000	-6000	#C595BB	<script>	[320, 0, 0]	0
LIFT	$s:B15B	8575	4000	-9750	#9CA56F	<script>		0
LIFT	$s:B15B	8575	4000	-9750	#9CA56F	<script>		0
DOOR2	$s:6EF4	8500	4000	-10500	#A994A2	<script>	[0, 0, 0]	0
DOOR2	$s:6EEE	8500	8000	-9000	#A994A2	<script>	[0, 2048, 0]	0
DOOR	$s:D414	13000	0	-21750	#8BCF66	<script>	0	0
PATO_LAMP	$s:4C41	15250	4200	-20250	#DA8393	<script>	[0, 0, 0, 0, 0, 0]	0
DYNWALL	$s:AACF	11000	0	-12750	#B06DCD	<script>		0
DYNWALL	$s:AAD1	3500	0	-8000	#B06DCD	<script>		0
ITEM	$s:A89C	9000	0	-7500	#929D77	<script>		0
ITEM	$s:A89D	12000	0	-7500	#929D77	<script>		0
ITEM	$s:A89E	6500	0	-11200	#929D77	<script>		0
ITEM	$s:A89F	7500	0	-11200	#929D77	<script>		0
