$s:1787	$s:7B5C	-20	10	0	#A0D65A	sub_F266	[233, 205]	0
DYNWALL	$s:3979	-8250	-3000	10000	#B06DCD	sub_1A0C		0
DYNWALL	$s:397A	9000	-3000	10000	#B06DCD	sub_1A0C		0
DYNWALL	$s:397B	9000	-3000	29000	#B06DCD	sub_1A0C		0
DYNWALL	$s:397C	-8250	-3000	29000	#B06DCD	sub_1A0C		0
WALL	$s:4BB8	0	0	0	#6DE680	<script>		0
DOOR	$s:6DF6	-3125	0	26250	#8BCF66	<script>	[0, 1024, 0]	0
WALL	$s:4BB8	0	0	0	#6DE680	<script>		0
DYNWALL	$s:1229	-3375	0	24750	#B06DCD	<script>		0
DYNWALL	$s:1229	-2875	0	24750	#B06DCD	<script>		0
WALL	$s:4BB8	0	0	0	#6DE680	<script>		0
DYNWALL	$s:1229	-3375	0	24750	#B06DCD	<script>		0
DYNWALL	$s:1229	-2875	0	24750	#B06DCD	<script>		0
WALL	$s:6DF7	-7875	0	-16250	#6DE680	<script>	[0, 1024, 0]	0
$s:1787	$s:7B5C	-20	10	0	#A0D65A	sub_F266	[233, 205]	1
DYNWALL	$s:3979	-8250	-3000	10000	#B06DCD	sub_1A0C		1
DYNWALL	$s:397A	9000	-3000	10000	#B06DCD	sub_1A0C		1
DYNWALL	$s:397B	9000	-3000	29000	#B06DCD	sub_1A0C		1
DYNWALL	$s:397C	-8250	-3000	29000	#B06DCD	sub_1A0C		1
WALL	$s:4BB8	0	0	0	#6DE680	<script>		1
DOOR	$s:6DF6	-3125	0	26250	#8BCF66	<script>	[0, 1024, 0]	1
WALL	$s:4BB8	0	0	0	#6DE680	<script>		1
DYNWALL	$s:1229	-3375	0	24750	#B06DCD	<script>		1
DYNWALL	$s:1229	-2875	0	24750	#B06DCD	<script>		1
WALL	$s:4BB8	0	0	0	#6DE680	<script>		1
DYNWALL	$s:1229	-3375	0	24750	#B06DCD	<script>		1
DYNWALL	$s:1229	-2875	0	24750	#B06DCD	<script>		1
WALL	$s:6DF7	-7875	0	-16250	#6DE680	<script>	[0, 1024, 0]	1
