$s:43A0	$s:B3A1	2500	750	-15250	#60B79B	sub_344A		0
$s:43A0	$s:B3A2	2500	0	-16750	#60B79B	sub_344A		0
$s:43A0	$s:B3A3	2500	0	-18250	#60B79B	sub_344A		0
$s:43A0	$s:B3A4	2500	0	-19750	#60B79B	sub_344A		0
$s:43A0	$s:B3A5	2500	0	-21250	#60B79B	sub_344A		0
WATCHER	$s:1465	-2500	0	-8500	#8B999A	sub_7ECA	b:33	0
WATCHER	$s:1466	0	30001	0	#8B999A	sub_7ECB	b:46	0
CAMERA	$s:DD6D	-11000	7000	-10000	#B2F6A1	sub_8B69	[256, 512, 0]	0
CAMERA	$s:DD6E	11200	7000	-9300	#B2F6A1	sub_8B6A	[256, 3584, 0]	0
CAMERA	$s:DD6F	21200	7000	-2200	#B2F6A1	sub_8B6B	[256, 3584, 0]	0
$s:03D9	$s:50EF	5500	0	-10870	#7D82C1	<script>	-3000	0
WALL	$s:50EA	12250	0	-7000	#6DE680	<script>	[0, 3072, 0]	0
WALL	PCX_DOOR2	12750	4250	-7500	#6DE680	<script>	[0, 3072, 0]	0
WALL	HASH_POOL	12750	4250	0	#6DE680	<script>	[0, 3072, 0]	0
WALL	$s:50ED	-12750	4250	-3500	#6DE680	<script>	[0, 1024, 0]	0
ITEM	$s:EEBA	20500	4250	1500	#929D77	<script>		0
ITEM	$s:EEBA	20500	4250	1500	#929D77	<script>		0
ITEM	$s:EEBA	20500	4250	1500	#929D77	<script>		0
ITEM	$s:EEBA	-8500	0	-8500	#929D77	<script>		0
ITEM	$s:EEC1	-13000	0	1000	#929D77	<script>		0
WALL	$s:FDDF	-2500	0	-10250	#6DE680	<script>	[0, 0, 0]	0
DOOR	PCX_DOOR2	12750	4250	-7500	#8BCF66	<script>	[0, 3072, 0]	0
ITEM	$s:EEBA	20500	4250	-8000	#929D77	<script>		0
ITEM	$s:EEBA	2250	7500	-9500	#929D77	<script>		0
$s:DD8B	$s:3EAD	4000	7750	11125	#895A5B	<script>		0
$s:DD8B	$s:3EAE	13375	7250	0	#895A5B	<script>		0
$s:DD8B	$s:3EAF	13375	7250	-6750	#895A5B	<script>		0
